brand,model,price,year,kilometers,power,link
Ford,Puma,24800,2001,118000,76,/osobni/detail/ford/puma/17739828?goFrom=list
Chevrolet,Spark,24900,2007,90000,38,/osobni/detail/chevrolet/spark/18769855?goFrom=list
Ford,Ka,24900,2006,92377,44,/osobni/detail/ford/ka/16312115?goFrom=list
Fiat,Panda,24900,2005,154756,44,/osobni/detail/fiat/panda/18808699?goFrom=list
Fiat,Punto,24900,2004,140000,44,/osobni/detail/fiat/punto/18467838?goFrom=list
Citroën,Xsara,24900,2004,145509,55,/osobni/detail/citroen/xsara/18800520?goFrom=list
Volkswagen,Golf,24900,2004,156889,85,/osobni/detail/volkswagen/golf/18444499?goFrom=list
Alfa Romeo,147,24900,2004,163807,77,/osobni/detail/alfa-romeo/147/18794663?goFrom=list
Seat,Ibiza,24900,2004,167985,47,/osobni/detail/seat/ibiza/18657588?goFrom=list
Ford,Focus,24900,2003,184167,74,/osobni/detail/ford/focus/18743237?goFrom=list
Ford,Focus,24900,2003,185772,74,/osobni/detail/ford/focus/18798091?goFrom=list
Citroën,Xsara Picasso,24900,2003,189300,85,/osobni/detail/citroen/xsara-picasso/18071044?goFrom=list
Mazda,Premacy,24900,2003,193915,74,/osobni/detail/mazda/premacy/18778665?goFrom=list
Ford,Focus,24900,2002,130000,66,/osobni/detail/ford/focus/18440775?goFrom=list
Renault,Mégane,24900,2002,171000,72,/osobni/detail/renault/megane/17094628?goFrom=list
Opel,Corsa,24900,2001,87000,43,/osobni/detail/opel/corsa/18798639?goFrom=list
Opel,Corsa,24900,2001,162464,66,/osobni/detail/opel/corsa/18386753?goFrom=list
Daewoo,Matiz,24900,2000,101000,37,/osobni/detail/daewoo/matiz/18782502?goFrom=list
Citroën,Saxo,24900,2000,105838,55,/osobni/detail/citroen/saxo/18805590?goFrom=list
Peugeot,306,24900,2000,123475,55,/osobni/detail/peugeot/306/18684789?goFrom=list
Peugeot,206,24900,2000,168700,44,/osobni/detail/peugeot/206/18783503?goFrom=list
Renault,Thalia,24990,2002,96000,55,/osobni/detail/renault/thalia/18774878?goFrom=list
Renault,Clio,24990,2001,151700,48,/osobni/detail/renault/clio/18459368?goFrom=list
Lada,Kalina,24999,2009,59200,59,/osobni/detail/lada/kalina/18790195?goFrom=list
Citroën,C4 Picasso,24999,2007,200000,80,/osobni/detail/citroen/c4-picasso/18516738?goFrom=list
Peugeot,206,24999,2005,179650,50,/osobni/detail/peugeot/206/18786702?goFrom=list
Peugeot,206,24999,2004,185000,50,/osobni/detail/peugeot/206/18303995?goFrom=list
Peugeot,206,24999,2003,116000,44,/osobni/detail/peugeot/206/18531660?goFrom=list
Opel,Corsa,24999,2003,153000,43,/osobni/detail/opel/corsa/18797138?goFrom=list
Fiat,Stilo,24999,2003,194000,76,/osobni/detail/fiat/stilo/18630917?goFrom=list
Škoda,Fabia,24999,2002,109112,40,/osobni/detail/skoda/fabia/18780034?goFrom=list
Opel,Zafira,24999,2002,175684,74,/osobni/detail/opel/zafira/17816451?goFrom=list
Volkswagen,Lupo,24999,2001,169322,37,/osobni/detail/volkswagen/lupo/18242054?goFrom=list
Renault,Scénic,24999,2001,193003,79,/osobni/detail/renault/scenic/18784984?goFrom=list
Renault,Clio,24999,2000,149549,43,/osobni/detail/renault/clio/18725197?goFrom=list
Citroën,C2,25000,2006,133000,44,/osobni/detail/citroen/c2/17340596?goFrom=list
Renault,Thalia,25000,2005,97068,55,/osobni/detail/renault/thalia/18784048?goFrom=list
Hyundai,Accent,25000,2005,102000,63,/osobni/detail/hyundai/accent/18745560?goFrom=list
Hyundai,Getz,25000,2005,149603,63,/osobni/detail/hyundai/getz/18785985?goFrom=list
Ford,Fiesta,25000,2005,172216,44,/osobni/detail/ford/fiesta/18804637?goFrom=list
Renault,Thalia,25000,2005,173700,55,/osobni/detail/renault/thalia/18716807?goFrom=list
Hyundai,Getz,25000,2005,185299,62,/osobni/detail/hyundai/getz/18805341?goFrom=list
Dacia,Logan,25000,2004,73828,55,/osobni/detail/dacia/logan/18787690?goFrom=list
Škoda,Fabia,25000,2004,116648,47,/osobni/detail/skoda/fabia/18803872?goFrom=list
Fiat,Punto,25000,2004,132000,44,/osobni/detail/fiat/punto/18809130?goFrom=list
Fiat,Stilo,25000,2004,132300,76,/osobni/detail/fiat/stilo/18807114?goFrom=list
Citroën,C2,25000,2004,140272,44,/osobni/detail/citroen/c2/18787151?goFrom=list
Fiat,Punto,25000,2004,166500,44,/osobni/detail/fiat/punto/18316506?goFrom=list
Škoda,Fabia,25000,2004,168563,47,/osobni/detail/skoda/fabia/18801596?goFrom=list
Peugeot,307,25000,2004,177875,65,/osobni/detail/peugeot/307/18799993?goFrom=list
Hyundai,Getz,25000,2004,195779,60,/osobni/detail/hyundai/getz/17195091?goFrom=list
Renault,Espace,25000,2004,198000,130,/osobni/detail/renault/espace/17211548?goFrom=list
Daihatsu,Cuore,25000,2003,93000,43,/osobni/detail/daihatsu/cuore/18534584?goFrom=list
Škoda,Fabia,25000,2003,97000,47,/osobni/detail/skoda/fabia/17032098?goFrom=list
Škoda,Fabia,25000,2003,112000,0,/osobni/detail/skoda/fabia/17045773?goFrom=list
Suzuki,Swift,25000,2003,131407,39,/osobni/detail/suzuki/swift/18710583?goFrom=list
Renault,Thalia,25000,2003,134205,55,/osobni/detail/renault/thalia/18795921?goFrom=list
Seat,Cordoba,25000,2003,140000,55,/osobni/detail/seat/cordoba/18808879?goFrom=list
Škoda,Fabia,25000,2003,143942,40,/osobni/detail/skoda/fabia/18773243?goFrom=list
Renault,Clio,25000,2003,145842,55,/osobni/detail/renault/clio/18804543?goFrom=list
Škoda,Fabia,25000,2003,155236,44,/osobni/detail/skoda/fabia/18796990?goFrom=list
Ford,Focus,25000,2003,172000,66,/osobni/detail/ford/focus/18316298?goFrom=list
Peugeot,307,25000,2003,175000,80,/osobni/detail/peugeot/307/18791562?goFrom=list
Peugeot,307,25000,2003,175000,80,/osobni/detail/peugeot/307/18209493?goFrom=list
Ford,Mondeo,25000,2003,185000,107,/osobni/detail/ford/mondeo/18384310?goFrom=list
Ford,Focus,25000,2003,192500,74,/osobni/detail/ford/focus/18730056?goFrom=list
Škoda,Fabia,25000,2002,135343,37,/osobni/detail/skoda/fabia/18756036?goFrom=list
Renault,Scénic,25000,2002,12,85,/osobni/detail/renault/scenic/18409949?goFrom=list
Citroën,C5,25000,2002,60947,103,/osobni/detail/citroen/c5/18726157?goFrom=list
Opel,Corsa,25000,2002,92662,55,/osobni/detail/opel/corsa/18633559?goFrom=list
Nissan,Micra,25000,2002,103663,44,/osobni/detail/nissan/micra/18811495?goFrom=list
Seat,Ibiza,25000,2002,137000,47,/osobni/detail/seat/ibiza/18796232?goFrom=list
Renault,Scénic,25000,2002,138000,85,/osobni/detail/renault/scenic/18805480?goFrom=list
Renault,Thalia,25000,2002,145789,55,/osobni/detail/renault/thalia/18783784?goFrom=list
Fiat,Stilo,25000,2002,153200,76,/osobni/detail/fiat/stilo/18450055?goFrom=list
Renault,Mégane,25000,2002,171000,70,/osobni/detail/renault/megane/18483725?goFrom=list
Nissan,Micra,25000,2002,172236,44,/osobni/detail/nissan/micra/18718443?goFrom=list
Opel,Astra,25000,2001,82500,44,/osobni/detail/opel/astra/18783834?goFrom=list
Opel,Agila,25000,2001,111000,43,/osobni/detail/opel/agila/18730739?goFrom=list
Fiat,Punto,25000,2001,117000,44,/osobni/detail/fiat/punto/17127218?goFrom=list
Seat,Ibiza,25000,2001,124992,44,/osobni/detail/seat/ibiza/18765632?goFrom=list
Renault,Mégane,25000,2001,182975,79,/osobni/detail/renault/megane/18328393?goFrom=list
Renault,Scénic,25000,2001,188949,75,/osobni/detail/renault/scenic/18798392?goFrom=list
Škoda,Fabia,25000,2000,156288,44,/osobni/detail/skoda/fabia/18771059?goFrom=list
Fiat,Punto,25000,2000,107760,44,/osobni/detail/fiat/punto/18796709?goFrom=list
Peugeot,206,25000,2000,122285,55,/osobni/detail/peugeot/206/18793476?goFrom=list
Volkswagen,Lupo,25000,2000,123000,55,/osobni/detail/volkswagen/lupo/18759134?goFrom=list
Toyota,Yaris,25000,2000,135000,50,/osobni/detail/toyota/yaris/18783959?goFrom=list
Hyundai,Lantra,25000,2000,174200,83,/osobni/detail/hyundai/lantra/18740904?goFrom=list
Renault,Clio,25000,2000,179258,43,/osobni/detail/renault/clio/18512948?goFrom=list
Škoda,Fabia,25000,2000,181000,74,/osobni/detail/skoda/fabia/18739260?goFrom=list
Škoda,Octavia,25000,2000,199700,74,/osobni/detail/skoda/octavia/18702506?goFrom=list
Daewoo,Matiz,25777,2004,100000,37,/osobni/detail/daewoo/matiz/16482953?goFrom=list
Chevrolet,Aveo,26000,2007,128365,53,/osobni/detail/chevrolet/aveo/18803503?goFrom=list
Dacia,Logan,26000,2005,131504,55,/osobni/detail/dacia/logan/18808875?goFrom=list
Fiat,Punto,26000,2005,147929,59,/osobni/detail/fiat/punto/18779017?goFrom=list
Kia,Picanto,26000,2005,172662,45,/osobni/detail/kia/picanto/18802418?goFrom=list
Škoda,Fabia,26000,2005,174758,40,/osobni/detail/skoda/fabia/18803818?goFrom=list
Renault,Thalia,26000,2004,131772,72,/osobni/detail/renault/thalia/18686587?goFrom=list
Citroën,Xsara Picasso,26000,2004,171882,66,/osobni/detail/citroen/xsara-picasso/18777580?goFrom=list
Chevrolet,Kalos,26000,2003,54800,61,/osobni/detail/chevrolet/kalos/18683369?goFrom=list
Škoda,Fabia,26000,2003,94728,47,/osobni/detail/skoda/fabia/18807413?goFrom=list
Škoda,Fabia,26000,2003,128619,47,/osobni/detail/skoda/fabia/18755450?goFrom=list
Peugeot,206,26000,2003,180000,44,/osobni/detail/peugeot/206/18359239?goFrom=list
Renault,Mégane,26000,2002,145283,70,/osobni/detail/renault/megane/18786532?goFrom=list
Renault,Mégane,26000,2002,179114,70,/osobni/detail/renault/megane/18803506?goFrom=list
Škoda,Fabia,26000,2002,179600,50,/osobni/detail/skoda/fabia/18803885?goFrom=list
Škoda,Fabia,26000,2001,143000,44,/osobni/detail/skoda/fabia/18667395?goFrom=list
Renault,Mégane,26000,2001,184886,79,/osobni/detail/renault/megane/16899353?goFrom=list
Škoda,Fabia,26000,2001,195792,50,/osobni/detail/skoda/fabia/18780927?goFrom=list
Peugeot,206,26000,2000,110000,44,/osobni/detail/peugeot/206/18780105?goFrom=list
Škoda,Fabia,26900,2007,190100,47,/osobni/detail/skoda/fabia/18694975?goFrom=list
Suzuki,Alto,26900,2003,139730,46,/osobni/detail/suzuki/alto/18496651?goFrom=list
Škoda,Fabia,26900,2001,174664,50,/osobni/detail/skoda/fabia/18732765?goFrom=list
Mercedes-Benz,Tøídy A,26990,2001,166000,60,/osobni/detail/mercedes-benz/tridy-a/18712708?goFrom=list
Ford,Fiesta,26999,2003,134000,51,/osobni/detail/ford/fiesta/18804633?goFrom=list
Ford,Fiesta,26999,2001,173795,44,/osobni/detail/ford/fiesta/18504208?goFrom=list
Renault,Mégane,27000,2008,170906,96,/osobni/detail/renault/megane/18539185?goFrom=list
Chevrolet,Aveo,27000,2006,149901,53,/osobni/detail/chevrolet/aveo/18309972?goFrom=list
Škoda,Fabia,27000,2006,198075,51,/osobni/detail/skoda/fabia/18538155?goFrom=list
Opel,Agila,27000,2005,90951,44,/osobni/detail/opel/agila/18716653?goFrom=list
Chevrolet,Kalos,27000,2005,102667,53,/osobni/detail/chevrolet/kalos/18572041?goFrom=list
Hyundai,Matrix,27000,2005,170100,75,/osobni/detail/hyundai/matrix/18788576?goFrom=list
Škoda,Fabia,27000,2005,184044,40,/osobni/detail/skoda/fabia/18796327?goFrom=list
Citroën,C3,27000,2005,190209,44,/osobni/detail/citroen/c3/18740329?goFrom=list
Fiat,Punto,27000,2004,133950,44,/osobni/detail/fiat/punto/18610802?goFrom=list
Daewoo,Kalos,27000,2004,157500,69,/osobni/detail/daewoo/kalos/18648339?goFrom=list
Opel,Agila,27000,2004,158100,55,/osobni/detail/opel/agila/18586211?goFrom=list
Renault,Mégane,27000,2004,184235,88,/osobni/detail/renault/megane/16926509?goFrom=list
Škoda,Fabia,27000,2003,105000,40,/osobni/detail/skoda/fabia/18809377?goFrom=list
Fiat,Panda,27000,2003,113792,40,/osobni/detail/fiat/panda/18532243?goFrom=list
Opel,Corsa,27000,2003,155585,43,/osobni/detail/opel/corsa/18737438?goFrom=list
Škoda,Fabia,27000,2003,161625,47,/osobni/detail/skoda/fabia/18806452?goFrom=list
Opel,Corsa,27000,2003,166950,43,/osobni/detail/opel/corsa/18622212?goFrom=list
Škoda,Fabia,27000,2003,173766,40,/osobni/detail/skoda/fabia/18621469?goFrom=list
Škoda,Fabia,27000,2003,183000,40,/osobni/detail/skoda/fabia/18666346?goFrom=list
Mazda,3,27000,2003,189585,77,/osobni/detail/mazda/3/18796300?goFrom=list
Fiat,Punto,27000,2002,177111,63,/osobni/detail/fiat/punto/17166324?goFrom=list
Škoda,Fabia,27000,2002,179800,40,/osobni/detail/skoda/fabia/18787102?goFrom=list
Ford,Fiesta,27000,2002,183500,74,/osobni/detail/ford/fiesta/18356567?goFrom=list
Škoda,Felicia,27000,2001,123872,50,/osobni/detail/skoda/felicia/18809901?goFrom=list
Renault,Clio,27000,2001,174401,47,/osobni/detail/renault/clio/17810309?goFrom=list
Opel,Corsa,27000,2001,181140,43,/osobni/detail/opel/corsa/18752099?goFrom=list
Peugeot,106,27000,2000,117000,55,/osobni/detail/peugeot/106/18745859?goFrom=list
Peugeot,206,27000,2000,187201,55,/osobni/detail/peugeot/206/17399390?goFrom=list
Ford,Ka,27900,2007,122305,44,/osobni/detail/ford/ka/18503758?goFrom=list
Opel,Corsa,27900,2004,199011,0,/osobni/detail/opel/corsa/18786713?goFrom=list
Chrysler,PT Cruiser,27900,2003,190303,89,/osobni/detail/chrysler/pt-cruiser/18274615?goFrom=list
Seat,Cordoba,27900,2002,150509,55,/osobni/detail/seat/cordoba/18735386?goFrom=list
Volkswagen,Lupo,27900,2001,152100,37,/osobni/detail/volkswagen/lupo/18610340?goFrom=list
Ford,Mondeo,27900,2001,191000,92,/osobni/detail/ford/mondeo/18775772?goFrom=list
Opel,Astra,27900,2000,188900,60,/osobni/detail/opel/astra/18767090?goFrom=list
SsangYong,,27999,2006,187548,121,/osobni/detail/ssangyong/ostatni/17350281?goFrom=list
Daewoo,Kalos,27999,2003,65074,53,/osobni/detail/daewoo/kalos/17458938?goFrom=list
Mercedes-Benz,Tøídy A,27999,2001,164006,60,/osobni/detail/mercedes-benz/tridy-a/17971373?goFrom=list
Hyundai,Atos,28000,2007,68000,46,/osobni/detail/hyundai/atos/18643343?goFrom=list
Hyundai,Atos,28000,2006,93000,46,/osobni/detail/hyundai/atos/18678003?goFrom=list
Citroën,C4,28000,2005,167014,65,/osobni/detail/citroen/c4/18280432?goFrom=list
Hyundai,Getz,28000,2005,171979,46,/osobni/detail/hyundai/getz/18353953?goFrom=list
Chevrolet,Kalos,28000,2004,60400,53,/osobni/detail/chevrolet/kalos/18801703?goFrom=list
Škoda,Fabia,28000,2004,162800,40,/osobni/detail/skoda/fabia/18726744?goFrom=list
Škoda,Fabia,28000,2004,185654,59,/osobni/detail/skoda/fabia/18779600?goFrom=list
Škoda,Fabia,28000,2004,187841,40,/osobni/detail/skoda/fabia/18787627?goFrom=list
Citroën,C3,28000,2003,142200,50,/osobni/detail/citroen/c3/18720044?goFrom=list
Ford,Fiesta,28000,2003,128251,51,/osobni/detail/ford/fiesta/18798210?goFrom=list
Peugeot,206,28000,2003,187800,55,/osobni/detail/peugeot/206/18713311?goFrom=list
Škoda,Fabia,28000,2002,176965,44,/osobni/detail/skoda/fabia/18724474?goFrom=list
Daewoo,Matiz,28000,2002,79000,37,/osobni/detail/daewoo/matiz/18712144?goFrom=list
Peugeot,206,28000,2002,119000,55,/osobni/detail/peugeot/206/18795961?goFrom=list
Opel,Astra,28000,2002,166730,74,/osobni/detail/opel/astra/18751595?goFrom=list
Škoda,Felicia,28000,2000,138400,50,/osobni/detail/skoda/felicia/18755897?goFrom=list
Fiat,Punto,28000,2000,146486,44,/osobni/detail/fiat/punto/18805474?goFrom=list
Peugeot,206,28000,2000,157500,55,/osobni/detail/peugeot/206/18805439?goFrom=list
Ford,Focus,28000,2000,167700,74,/osobni/detail/ford/focus/18750467?goFrom=list
Mitsubishi,Space Star,28000,2000,174785,87,/osobni/detail/mitsubishi/space-star/18540976?goFrom=list
Citroën,C3,28500,2004,188000,44,/osobni/detail/citroen/c3/18757599?goFrom=list
Renault,Mégane,28500,2000,110124,79,/osobni/detail/renault/megane/18739889?goFrom=list
Škoda,Fabia,28900,2003,140000,40,/osobni/detail/skoda/fabia/18773711?goFrom=list
Renault,Twingo,28900,2001,134797,55,/osobni/detail/renault/twingo/18204493?goFrom=list
Ford,Focus,28900,2000,173000,85,/osobni/detail/ford/focus/18515896?goFrom=list
Peugeot,Bipper Tepee,29000,2008,92138,54,/osobni/detail/peugeot/bipper-tepee/17103311?goFrom=list
Citroën,C1,29000,2008,99005,50,/osobni/detail/citroen/c1/18711321?goFrom=list
Hyundai,Getz,29000,2008,199000,71,/osobni/detail/hyundai/getz/18694558?goFrom=list
Chevrolet,Spark,29000,2007,37500,38,/osobni/detail/chevrolet/spark/18798734?goFrom=list
Renault,Thalia,29000,2006,88287,55,/osobni/detail/renault/thalia/18774493?goFrom=list
Ford,Ka,29000,2006,60000,51,/osobni/detail/ford/ka/18784506?goFrom=list
Chevrolet,Matiz,29000,2006,87000,38,/osobni/detail/chevrolet/matiz/18496755?goFrom=list
Renault,Clio,29000,2006,100000,43,/osobni/detail/renault/clio/18657448?goFrom=list
Ford,Fiesta,29000,2006,124519,44,/osobni/detail/ford/fiesta/18802186?goFrom=list
Fiat,Panda,29000,2006,128173,40,/osobni/detail/fiat/panda/18732989?goFrom=list
Chevrolet,Lacetti,29000,2006,131986,89,/osobni/detail/chevrolet/lacetti/18138039?goFrom=list
Fiat,Grande Punto,29000,2006,143798,57,/osobni/detail/fiat/grande-punto/18808200?goFrom=list
Renault,Clio,29000,2006,149100,55,/osobni/detail/renault/clio/18705290?goFrom=list
Škoda,Fabia,29000,2006,164950,40,/osobni/detail/skoda/fabia/17139608?goFrom=list
Ford,Mondeo,29000,2006,166484,85,/osobni/detail/ford/mondeo/18452163?goFrom=list
Ford,C-MAX,29000,2006,185000,80,/osobni/detail/ford/c-max/18782687?goFrom=list
Renault,Thalia,29000,2005,144671,55,/osobni/detail/renault/thalia/18500798?goFrom=list
Fiat,Panda,29000,2005,105324,51,/osobni/detail/fiat/panda/17032097?goFrom=list
Škoda,Fabia,29000,2005,129055,47,/osobni/detail/skoda/fabia/18425528?goFrom=list
Hyundai,Accent,29000,2005,135000,60,/osobni/detail/hyundai/accent/17638371?goFrom=list
Volkswagen,Polo,29000,2005,138000,40,/osobni/detail/volkswagen/polo/18777587?goFrom=list
Renault,Thalia,29000,2005,163000,55,/osobni/detail/renault/thalia/18786427?goFrom=list
Renault,Clio,29000,2005,179000,43,/osobni/detail/renault/clio/18811354?goFrom=list
Kia,Picanto,29000,2005,179090,48,/osobni/detail/kia/picanto/18120414?goFrom=list
Ford,Mondeo,29000,2005,187215,114,/osobni/detail/ford/mondeo/18803678?goFrom=list
Hyundai,Matrix,29000,2005,188000,76,/osobni/detail/hyundai/matrix/18600376?goFrom=list
Peugeot,206,29000,2004,134315,55,/osobni/detail/peugeot/206/18803516?goFrom=list
Kia,Rio,29000,2004,137000,60,/osobni/detail/kia/rio/18717044?goFrom=list
Škoda,Fabia,29000,2004,137886,40,/osobni/detail/skoda/fabia/18748344?goFrom=list
Fiat,Panda,29000,2004,149204,40,/osobni/detail/fiat/panda/17566400?goFrom=list
Ford,Fiesta,29000,2004,152000,50,/osobni/detail/ford/fiesta/18743284?goFrom=list
Kia,Cerato,29000,2004,153000,105,/osobni/detail/kia/cerato/18799515?goFrom=list
Škoda,Fabia,29000,2004,154500,47,/osobni/detail/skoda/fabia/18811222?goFrom=list
Renault,Clio,29000,2004,165779,60,/osobni/detail/renault/clio/18805259?goFrom=list
Škoda,Fabia,29000,2004,168573,40,/osobni/detail/skoda/fabia/18758604?goFrom=list
Renault,Scénic,29000,2004,181000,83,/osobni/detail/renault/scenic/18627106?goFrom=list
Renault,Mégane,29000,2004,185000,83,/osobni/detail/renault/megane/18694611?goFrom=list
Alfa Romeo,147,29000,2004,187300,77,/osobni/detail/alfa-romeo/147/18198871?goFrom=list
Škoda,Fabia,29000,2004,198120,47,/osobni/detail/skoda/fabia/18750295?goFrom=list
Renault,Thalia,29000,2003,104000,55,/osobni/detail/renault/thalia/18783864?goFrom=list
Honda,Civic,29000,2003,135500,66,/osobni/detail/honda/civic/18545989?goFrom=list
Opel,Astra,29000,2003,138571,66,/osobni/detail/opel/astra/17567296?goFrom=list
Škoda,Fabia,29000,2003,139736,50,/osobni/detail/skoda/fabia/18765600?goFrom=list
Fiat,Punto,29000,2003,141449,51,/osobni/detail/fiat/punto/18667564?goFrom=list
Suzuki,Alto,29000,2003,153000,46,/osobni/detail/suzuki/alto/18063399?goFrom=list
Škoda,Fabia,29000,2003,154898,40,/osobni/detail/skoda/fabia/18781652?goFrom=list
Seat,Ibiza,29000,2003,160000,55,/osobni/detail/seat/ibiza/18637047?goFrom=list
Renault,Thalia,29000,2003,161006,55,/osobni/detail/renault/thalia/18749479?goFrom=list
Opel,Meriva,29000,2003,168520,74,/osobni/detail/opel/meriva/18677645?goFrom=list
Renault,,29000,2003,173041,83,/osobni/detail/renault/ostatni/18802714?goFrom=list
Peugeot,206,29000,2003,173578,80,/osobni/detail/peugeot/206/18802003?goFrom=list
Fiat,Stilo,29000,2003,180000,76,/osobni/detail/fiat/stilo/18767589?goFrom=list
Volkswagen,Golf,29000,2003,193000,55,/osobni/detail/volkswagen/golf/18573567?goFrom=list
Renault,Mégane,29000,2002,114000,70,/osobni/detail/renault/megane/18560880?goFrom=list
Škoda,Fabia,29000,2002,117679,37,/osobni/detail/skoda/fabia/18801601?goFrom=list
Toyota,Yaris,29000,2002,131000,50,/osobni/detail/toyota/yaris/18763568?goFrom=list
Peugeot,206,29000,2002,131800,55,/osobni/detail/peugeot/206/18791025?goFrom=list
Renault,Clio,29000,2002,152000,55,/osobni/detail/renault/clio/18746107?goFrom=list
Peugeot,307,29000,2002,172000,100,/osobni/detail/peugeot/307/18774189?goFrom=list
Peugeot,206,29000,2002,183567,44,/osobni/detail/peugeot/206/18268903?goFrom=list
Škoda,Fabia,29000,2002,189395,44,/osobni/detail/skoda/fabia/18776339?goFrom=list
Volkswagen,Golf,29000,2001,120000,55,/osobni/detail/volkswagen/golf/18675874?goFrom=list
Ford,Focus,29000,2001,150357,74,/osobni/detail/ford/focus/18331380?goFrom=list
Fiat,Stilo,29000,2001,155955,85,/osobni/detail/fiat/stilo/18811220?goFrom=list
Daihatsu,Move,29000,2001,162188,41,/osobni/detail/daihatsu/move/18500642?goFrom=list
Renault,Twingo,29000,2001,165668,55,/osobni/detail/renault/twingo/18026101?goFrom=list
